score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
70,"MODERATE","Senior AV Engineer (7355U), Haas School of Business - 65478","University of California, Berkeley","San Francisco, CA, Estados Unidos","","",serpapi_google_jobs,https://careers.insidehighered.com/job/3094228/senior-av-engineer-7355u-haas-school-of-business-65478/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes, but only if you are ready to move away from the mixing console and into a desk/office/ladder-based engineering role.
2.  **Is it worth tailoring my resume?** Yes — heavy e",""
70,"MODERATE","Seattle WA Freelance A/V Technician","Blue Danube Productions","Seattle, WA","","30–60 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/Blue-Danube-Productions/Job/Seattle-WA-Freelance-A-V-Technician/-in-Seattle,WA?jid=2332f2e62ed1fe26&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if genuinely interested in moving to Seattle. This is a foot-in-the-door role with a local vendor, not a career-defining move.
2.  **Is it worth tailoring my resume?** Yes","1 day ago"
70,"MODERATE","Lead Audio Visual Field Technician","EOS","Seattle, WA","","80K–110K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/EOS/Job/Lead-Audio-Visual-Field-Technician/-in-Seattle,WA?jid=caad0923e65be368&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **Yes but temper expectations.** You are technically superior to this role in audio, but a "junior" in their specific ecosystem (VC/Control).
2. **Is it worth tailoring my resum",""
70,"MODERATE","Senior Audio Visual (AV) Technician","EOS","Boston, MA","","",serpapi_google_jobs,https://www.tealhq.com/job/senior-audio-visual-av-technician_7ea1a2777f70f32cb80646df18cb00f7a29bd?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes but temper expectations. It is a stable fallback, but might feel like a step backward in "artistry."
2.  **Is it worth tailoring my resume?** Yes — it needs to move from "L",""
70,"MODERATE","Broadcast Engineer","Stripe","San Francisco, CA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Stripe/Job/Broadcast-Engineer/-in-San-Francisco,CA?jid=5514c5477b783ff6&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes, but recognize you are mid-pivot. You are overqualified for the Audio portions and underqualified for the Video/Directing portions.
2.  **Is it worth tailoring my resume?**","7 days ago"
70,"MODERATE","Broadcast Engineer","TeamPeople","Sunnyvale, CA","","",serpapi_google_jobs,https://www.monster.com/job-openings/broadcast-engineer-sunnyvale-ca--fc2a121a-c905-4356-8e5b-fee0671b342f?mstr_dist=true&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes.** Despite the video gaps, your RF coordination and high-stakes corporate experience (Obama, Fortune 500) will make you a standout "Adult in the Room" for a tech-giant's ","2 days ago"
70,"MODERATE","Sr Production Engineer","Disney","San Francisco, CA","","",serpapi_google_jobs,https://www.hollylist.com/jobs/Tyabqq2eepNdWzHgb?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes but temper expectations.** Your audio/RF skills are at the Disney level, but your video/broadcast gaps may be a hurdle for a "Production Engineer" title.
2.  **Is it wort",""
70,"MODERATE","Broadcast Engineer Senior","Blue Origin","Seattle, WA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Blue-Origin/Job/Broadcast-Engineer-Senior/-in-Seattle,WA?jid=7292bdf5cf05aa6b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** Yes, but temper expectations. The financial upside is too high to ignore, and the "Culture Statement" specifically encourages applicants who don't meet every requirement.
2. **I",""
70,"MODERATE","Broadcast Engineer","Sirius XM Radio","Seattle, WA","","68K–108K a year",serpapi_google_jobs,https://www.jobzmall.com/sirius-xm-radio/job/broadcast-engineer-32?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes. It’s a stable, high-tier brand in a city that fits your lifestyle perfectly and offers a significant financial upgrade.
2.  **Is it worth tailoring my resume?** Yes — sign",""
70,"MODERATE","Broadcast Production Engineer","Fox Corporation","Washington, DC","","",serpapi_google_jobs,https://www.foxcareers.com/Search/JobDetail/R50022892/broadcast-production-engineer-fox-news-media?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes, but temper expectations. You are overqualified on the "Audio/RF" side and underqualified on the "Broadcast Systems/Video" side.
2.  **Is it worth tailoring my resume?** Ye","11 days ago"
70,"MODERATE","AD, IT Event Technology & Infrastructure Specialist","Viridian Therapeutics, Inc.","Waltham, MA","","163K–200K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/Viridian-Therapeutics/Job/AD,-IT-Event-Technology-&-Infrastructure-Specialist/-in-Waltham,MA?jid=c8fa91dc55583921&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes.** The compensation is more than double your current freelance average, and you have direct experience with their high-stakes Pharma/C-Suite requirements.
2.  **Is it wor","4 days ago"
70,"MODERATE","Women Impact Tech Event - Technology","Fidelity Investments","Boston, MA","","83K–158K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/Fidelity-Investments/Job/Women-Impact-Tech-Event-Technology/-in-Boston,MA?jid=370b735f4871c099&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes. This is a high-upside "foot in the door" at a premier financial firm in a city you actually want to live in.
2.  **Is it worth tailoring my resume?** Yes — highly necessar",""
70,"MODERATE","Audio Visual Engineer","Voya Financial","New York, NY","","135K–155K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=3053c747eec12352&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes. The financial upside ($40k+ net gain) and the "Financial Services" vertical match your background with Institutional Investor and JP Morgan.
2.  **Is it worth tailoring my",""
70,"MODERATE","AV Service Technician / Engineer","TEKsystems","San Francisco, CA (+1 other)","","",serpapi_google_jobs,https://www.talent.com/view?id=ad06ef816e31&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes, but temper expectations.** You have the "Senior" status they want, but in the wrong sub-discipline of AV.
2.  **Is it worth tailoring my resume?** **Yes.** You must brid","6 days ago"
70,"MODERATE","Audio Visual Commissioning Engineer","EOS","Hayward, CA","","110K–150K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=e888fc79e18ea685&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes.** The salary jump is significant and your A1/RF background makes you a "super-engineer" compared to most installation techs.
2.  **Is it worth tailoring my resume?** **Y","10 days ago"
70,"MODERATE","AV Systems Engineer","General Dynamics","Springfield, VA, Estados Unidos","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/General-Dynamics/Job/AV-Systems-Engineer/-in-Springfield,VA?jid=9431ab71d78a8b9e&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Only if genuinely interested in the stability of government contracting.** The work will be significantly less exciting than the WNBA All-Star Game or music festivals.
2.  **",""
70,"MODERATE","Audio Visual Sales Support Engineer","EOS IT Solutions","Chicago, Illinois","","$85,000 - $105,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=80f6edf652eeb7da,"1.  **Should I apply?** Yes. You have the "boots-on-the-ground" technical authority that many office-based designers lack.
2.  **Is it worth tailoring my resume?** Yes, significant tailoring is needed","2026-02-11"
70,"MODERATE","Broadcast Engineer","Advanced Systems Group, LLC","New York, New York","","$50 - $70 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=f737a98afa9ce229,"1. **Should I apply?** Yes. While you are "Audio-heavy," your RF and Dante skills are at a level that broadcast studios desperately need, and your work with high-profile clients (Obama, Fortune 500) f","2026-02-12"
70,"MODERATE","Associate AV Design Engineer - Faith & Performance","Diversified","New York, New York","","$98,280 - $120,120 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=9e83ebba7d61d933,"1. **Should I apply?** Yes. Diversified values heavy field experience (Technotrix pedigree) because it ensures designs actually work in the real world.
2. **Is it worth tailoring my resume?** Yes — si","2026-02-10"
70,"MODERATE","AV Design Engineer - Faith & Performance","Diversified","New York, New York","","$111,690 - $136,510 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=6febd9a9bba54c75,"1. **Should I apply?** Yes. Diversified often hires "Power Users" (A1s) for Design Engineer roles because they understand the *application* of the gear better than pure CAD draftsmen.
2. **Is it worth","2026-02-10"
70,"MODERATE","IT/AV Operations Engineer, Corporate Engineering","Vanta","San Francisco, California","","$116,000 - $137,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=c1e74be547ba7543,"1.  **Should I apply?** Yes. Vanta is a "Unicorn" tech firm with high growth. They value the "calm under pressure" trait that live event pros possess.
2.  **Is it worth tailoring my resume?** Yes, sig","2026-02-13"
70,"MODERATE","AV Field Engineer","Diversified","San Francisco, California","","$109,735 - $148,465 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=ef4547d21eefb4bc,"1.  **Should I apply?** Yes, but only if you are looking to pivot from the "gig economy" of live events into the "corporate stability" of AV integration.
2.  **Is it worth tailoring my resume?** Yes —","2026-02-10"
70,"MODERATE","Pre-sales Solutions Engineer (AV/IT) - Boston, MA","Shure","Boston, Massachusetts","","$59,400 - $96,800 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=cf8fbdab72bf744d,"1. **Should I apply?** Only if genuinely interested in Shure as a company. You are technically overqualified but salary-wise under-compensated by this bracket.
2. **Is it worth tailoring my resume?** ","2026-02-13"
70,"MODERATE","AV and VTC Technician, Senior","Booz Allen Hamilton","Washington, DC","","$77,600 - $176,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=852cde012d3f166f,"1.  **Should I apply?** Only if you are tired of the hustle and want stability. The Secret Clearance requirement is the biggest "Maybe."
2.  **Is it worth tailoring my resume?** Yes — heavy focus on "","2026-02-13"
70,"MODERATE","AV On-Site Service Technician","Electrosonic","Washington, DC","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=500077d92232c6a8,"1.  **Should I apply?** **Yes, but only if you are burnt out on freelance hustle.** This is a "stability" play, not a "career growth" play.
2.  **Is it worth tailoring my resume?** **Yes.** You need t","2026-02-12"
70,"MODERATE","AV (Audio-Visual) & Acoustics Project Designer","IMEG","Chicago, Illinois","","$83,000 - $112,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=b2f25e4d267113f9,"1.  **Should I apply?** Yes. Your field experience with SMAART and high-end arrays (K2, d&b) is rare in the consulting world; most consultants have never actually mixed a 5,000-person show.
2.  **Is i","2026-01-29"
70,"MODERATE","Audio-Visual Communications Specialist","Maryland Stadium Authority","Washington, DC","","$90,938 - $113,672 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=757eb96af782ecf7,"1.  **Should I apply?** **Yes.** You are overqualified for the "audio" portion and your WNBA/All-Star credentials will carry massive weight with a Stadium Authority.
2.  **Is it worth tailoring my res","2026-02-10"
70,"MODERATE","EDUC TCHL SUPV 2","nan","Los Angeles, California","","$78,500 - $163,600 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=975b0497857eced7,"1. **Should I apply?** Yes, but only if you are ready to stop "mixing" every day and start "managing" every day.
2. **Is it worth tailoring my resume?** Yes — significant tailoring needed to emphasize","2026-02-10"
70,"MODERATE","Technical Director","University of California Los Angeles","Los Angeles, California","","$78,500 - $163,600 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=63097e3271536d19,"1.  **Should I apply?** **Yes but temper expectations.** The Hammer Museum is one of the most prestigious cultural venues in LA. The workload is high-intensity (many evenings/weekends).
2.  **Is it wo","2026-02-10"
50,"STRETCH","Remote Audio Engineer — Pro Tools for AI Audio","Alignerr","Chicago, IL","","",serpapi_google_jobs,https://us.jobrapido.com/jobpreview/3949357146763689984?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if you want a side-hustle. This is not a "career" move for an A1 of your caliber.
2.  **Is it worth tailoring my resume?** If you apply, you **must** add Pro Tools to your","2 days ago"
50,"STRETCH","AV Engineer","American Place Casino - Waukegan, IL","Waukegan, IL","","60K–97.5K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=8ae60ff532c26011&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No.
2.  **Is it worth tailoring my resume?** No. 
3.  **What's the single most important thing to change or add if tailoring?** You would need to add a section for **"Installat","23 days ago"
50,"STRETCH","Senior Broadcast and Audio Engineer","Pac-12 Enterprises","San Ramón, CA, Estados Unidos","","De USD 57.70 a USD 59.14 por hora",serpapi_google_jobs,https://www.linkedin.com/jobs/view/senior-broadcast-and-audio-engineer-at-pac-12-enterprises-4330992783?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if you want to transition from "Production" to "Broadcast Engineering/IT" and can stomach a suburban commute.
2.  **Is it worth tailoring my resume?** Yes — you must pivot","hace 12 días"
50,"STRETCH","Audio Engineer","Deepgram","California, Estados Unidos","","De USD 120 k a USD 175 k por año",serpapi_google_jobs,https://jobs.ashbyhq.com/deepgram/96812d52-f0e8-4828-8020-f6e92201cbd5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **Yes, but temper expectations.** Your audio pedigree is elite, but you are competing against "Audio Developers" and "Studio Engineers" who code.
2. **Is it worth tailoring my r","hace 7 días"
50,"STRETCH","Level 1 AV Engineer","Zones LLC.","Redmond, WA","","",serpapi_google_jobs,https://jobs.jobvite.com/zones/job/oLRizfwd?nl=1&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. 
2.  **Is it worth tailoring my resume?** No. The salary is a step backward for your skill level, and the location requires a car-dependent commute to Redmond regardless of",""
50,"STRETCH","Broadcast Engineer, Media Center","CUNY","New York, NY","","",serpapi_google_jobs,https://cuny.jobs/new-york-ny/broadcast-engineer-media-center/5F0D21387B2D485F8FF05BAC12358116/job/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** Yes, but temper expectations. It is a stable, prestigious institution, but they may find your profile "too much Live/Production, not enough Studio/Broadcast."
2. **Is it worth t","5 days ago"
50,"STRETCH","Sr. Broadcast Engineer","Versant Media","Englewood Cliffs, NJ","","110K–145K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=5271f2ca34222ddd&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** Yes, but temper expectations. You are overqualified as an "Operator" (A1) but underqualified as a "Maintenance/Broadcast Engineer."
2. **Is it worth tailoring my resume?** Yes —","6 days ago"
50,"STRETCH","Production/ Broadcast Engineer - NBC Sports","NBCUniversal","New York, NY","","",serpapi_google_jobs,https://builtin.com/job/production-broadcast-engineer-nbc-sports/8120427?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if you are trying to pivot *out* of mixing and *into* the technical "Guts" of broadcast engineering.
2.  **Is it worth tailoring my resume?** Yes—significant tailoring nee","15 days ago"
50,"STRETCH","Senior Live Broadcast Engineer - Game Production","NY 411","New York, NY","","",serpapi_google_jobs,https://www.mediabistro.com/jobs/2446116596-senior-live-broadcast-engineer-game-production?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"**1. Should I apply?** Yes, but temper expectations. This is a "Maintenance/Engineering" track role, not a "Creative/Mixing" track role.
**2. Is it worth tailoring my resume?** Yes. You need to pivot ","12 days ago"
50,"STRETCH","Patriots Broadcast Studio and Production Engineer","Kraft Sports + Entertainment","Foxborough, MA","","",serpapi_google_jobs,https://www.hollylist.com/jobs/sSuvAmAzQNFwjE59A?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if you are trying to pivot specifically into **Sports Broadcast Engineering** as a career move.
2.  **Is it worth tailoring my resume?** Yes — you must de-emphasize "Front",""
50,"STRETCH","Production/Broadcast Engineer","Tricon Solutions","Stamford, CT","","36–46 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=0129230bea1e13a2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** The financial math fails, and the hiring manager is explicitly looking for a video-centric maintenance engineer, not a high-level audio mixer.
2.  **Is it worth tailori",""
50,"STRETCH","Broadcast Engineer [Santa Monica]","Sinclair Broadcast Group","Santa Monica, CA","","98K–150K a year",serpapi_google_jobs,https://www.showbizjobs.com/jobs/sinclair-broadcast-group-broadcast-engineer-in-santa-monica/jid-bxqxe6?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **Yes, but temper expectations.** You are pivoting from "The guy who mixes the show" to "The guy who keeps the station on the air."
2.  **Is it worth tailoring my resume?** **Y",""
50,"STRETCH","Broadcast Engineer Job at Sinclair Broadcast Group in Santa Monica","Sinclair Broadcast Group","Santa Monica, CA","","",serpapi_google_jobs,https://us.expertini.com/job/broadcast-engineer-job-at-sinclair-broadcast-group-in-santa-monica-santa-monica-sinclair-broadcast-group-a3d81939e1be/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Yes, but temper expectations. You are overqualified as an A1 but underqualified as a Broadcast *Maintenance* Engineer.
2.  **Is it worth tailoring my resume?** Yes. You must pi","5 days ago"
50,"STRETCH","Broadcast Production Engineer: Live TV & IP/Cloud Ops","Fox Entertainment Group","Washington, DC","","80K–100K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/broadcast-production-engineer-live-tv-ip-cloud-ops--washington--e20be5ed1f4f5075244679e44b3e9f0d8?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **Yes, but temper expectations.** It is a pivot from Live Sound to Broadcast Maintenance.
2. **Is it worth tailoring my resume?** **Yes — significant tailoring needed.** You nee","8 days ago"
50,"STRETCH","Broadcast Engineer in Charge","Maslow Media Group, Inc.","Clarksburg, MD","","80K–110K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/Maslow-Media-Group/Job/Broadcast-Engineer-in-Charge/-in-Clarksburg,MD?jid=add7fe887b5f256b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This role is highly specialized in broadcast hardware and video engineering, which deviates from your career path as a premier Audio/RF specialist.
2. **Is it worth tail",""
50,"STRETCH","Broadcast Engineer","Sinclair Broadcast Group","Arlington, VA","","70K–95K a year",serpapi_google_jobs,https://www.theladders.com/job/broadcast-engineer-sinclairbroadcastgroupinc-arlington-va_84188122?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. This is a "back-of-house" maintenance role for a news station, which differs wildly from your "front-of-house" production career path.
2.  **Is it worth tailoring my resume",""
50,"STRETCH","Production/ Broadcast Engineer - NBC Sports","NBCUniversal","Stamford, CT","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=753c05e267adc758&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No (unless you specifically want to pivot from Mixing/A1 to Maintenance Engineering).
2.  **Is it worth tailoring my resume?** No. This role is for a "bench tech/systems guy," ",""
50,"STRETCH","Director of Event Technology - NYC","AV Workshop","New York, NY","","87.5K–97.5K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=7923c6842e7ac8c7&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** The salary is too low for a relocation from Chicago to NYC, and the role is a pivot away from your technical expert status into middle management/sales.
2.  **Is it wor",""
50,"STRETCH","White-Glove Conference Center AV Specialist","Kirkland & Ellis","New York, NY","","",serpapi_google_jobs,https://us.jobrapido.com/jobpreview/3583433234588893184?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** The math doesn't work for a relocation, and the role is too junior for your expertise.
2.  **Is it worth tailoring my resume?** No. Your resume is built for high-end pr",""
50,"STRETCH","Audio-Visual (AV) Specialist","Jobs via Dice","New York, NY","","",serpapi_google_jobs,https://us.bebee.com/job/aab9626f22bce11ee69f7fa8f4dd7d7f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** Not unless you are desperate to move to NYC immediately. You are a "Live Events" thoroughbred being asked to do "Office IT" work.
2. **Is it worth tailoring my resume?**",""
50,"STRETCH","Pitch Technician: ‑Site Event AV Specialist","UNAVAILABLE","New York, NY","","",serpapi_google_jobs,https://www.learn4good.com/jobs/new-york/info_technology/4816146915/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** Unless you have a burning desire to live in NYC and are willing to take a "lifestyle pay cut" for a less technically challenging role.
2. **Is it worth tailoring my resu","22 days ago"
50,"STRETCH","IT AV Specialist","ASM Global","Boston, MA","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=c544d4be14c62227&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This role is too junior and too IT-heavy. It would be a step back in your career and a pay cut in a more expensive city.
2. **Is it worth tailoring my resume?** **No.** ","10 days ago"
50,"STRETCH","SENIOR, LEARNING & EVENT TECHNOLOGY SPECIALIST, IS&T Classroom Technology Services","Boston University","Boston, MA","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=e306af0ded5418ac&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** Only if genuinely interested in the stability and benefits of Higher Ed. As an A1/RF Lead, Eric is "overqualified" in audio but "underqualified" in the specific IT/Programming ",""
50,"STRETCH","AV Specialist","TechDigital Group","Washington, DC","","",serpapi_google_jobs,https://jobs.techdigitalcorp.com/job/12731/av_specialist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You are an elite-level live sound engineer and RF coordinator. This job is an entry-to-mid-level IT support role. You would be bored within three weeks, and the pay like",""
