fit_tier,fit_score,name,city,state,category,relationship,website,fit_reasoning,gear_mentioned
"WARM",70,"Corporate Event AV","","","production_co","new_prospect",https://mdmentertainment.com/corporate-event-production-services/corporate-event-av/,"A local Chicago-area production company with a strong corporate AV focus that aligns well with Eric's experience, particularly his high-stakes corporate and RF coordination expertise, though the typic",""
"WARM",70,"Sullivan Ballroom","","","venue","new_prospect",https://www.loewshotels.com/chicago-downtown/venues/sullivan-ballroom,"Excellent geographic and work-type fit for high-end corporate AV, with Eric's RF and high-stakes experience being highly valuable, though the presence of an in-house team might limit the volume of fre",""
"WARM",65,"Chicago Audio Visual Rentals","","","av_rental","new_prospect",https://meetingtomorrow.com/chicago/audio-visual-rentals/,"Chicago Audio Visual Rentals is a local AV rental and event production company that hires A1s and claims to handle large-scale events, making them a potential freelance client. However, the lack of sp",""
"WARM",65,"Audio-Visual Equipment & Services","","","av_rental","new_prospect",https://meetings.uic.edu/services/av/,"A strong local prospect for occasional high-stakes university events, leveraging Eric's corporate AV and RF expertise, but potential scale and budget limitations might restrict the volume of top-tier ",""
"WARM",65,"AV LABOR & EVENT CREWS IN Chicago","","","av_rental","new_prospect",https://livetenmedia.com/chicago-1,"A local Chicago AV labor provider that could offer freelance opportunities, but the lack of information makes it difficult to assess if they consistently staff high-level A1 roles commensurate with Er",""
"WARM",65,"Audio Technicians / Audio Engineer / A1 / A2 in Chicago, ...","","","venue","new_prospect",https://www.productionhub.com/directory/profiles/audio-technicians/us/illinois/chicago,"This is a generic ProductionHub listing for an AV rental company in Chicago. While the *type* of company aligns perfectly with Eric's A1 and RF skills, the complete lack of specific company informatio",""
"WARM",60,"Chicago Audio & Lighting","","","av_rental","new_prospect",https://achicagoavrentals.com/,"A local Chicago AV rental company with good console and general work type fit, but their listed gear suggests a smaller event scale than Eric's primary A1 and RF coordination expertise.",""
"COLD",35,"Audio Visual AV Rentals in Chicago","","","av_rental","new_prospect",https://allproaudiovisual.com/chicago-audio-visual-rentals/,"This company is a Chicago-based AV rental/production house with a general service offering, but the lack of information on their typical event scale and specific high-end gear makes it a speculative f",""
"COLD",35,"Paradise Productions: Audio Visual Production Company","","","av_rental","new_prospect",https://paradiseproductionskc.com/,"Paradise Productions is an AV rental company whose scale and gear inventory are unknown, making it a speculative fit for an A1 of Eric's high caliber, despite the general work type alignment.",""
"COLD",35,"Audio Visual Equipment Rental in Chicago","","","av_rental","new_prospect",https://rentforevent.com/chicago/,"A local Chicago AV rental company with no disclosed scale or gear, making it uncertain if they consistently offer suitable high-level A1 or RF coordination work for Eric's expertise.",""
"COLD",30,"Content and Live Event Production Exclusive to our Clients","","","production_co","new_prospect",https://thearborychicago.com/production-services,"The Arbory is a Chicago-based venue with in-house AV, but its event scale is significantly smaller than Eric's typical work, making it an unlikely primary client for leveraging his top-tier skills.",""
"COLD",25,"Staff","","","venue","new_prospect",https://www.wolfperformingartscenter.org/staff,"This performing arts center is geographically distant and likely too small in scale and event type to be a suitable freelance client for Eric's high-level A1 and RF coordination skills.",""
"COLD",20,"Top Sounds in Chicago, IL","Chicago","IL","av_rental","new_prospect",https://www.sharegrid.com/chicago/crews/sounds?page=1,"This prospect is likely too small and lacks sufficient information to be a viable client for an A1 of Eric's caliber, despite the excellent geographic fit.",""
"COLD",20,"artistic, administrative, & production staff","","","venue","new_prospect",https://americanbluestheater.com/staff/,"This is a local theater company whose scale and work type are a poor match for Eric's high-level A1 and RF coordination expertise, and likely cannot meet his income expectations.",""
"COLD",15,"Chicago Audio Rentals: Speaker Rentals & Outdoor Movie ...","","","av_rental","new_prospect",https://chicagoaudiorentals.com/,"This company appears to be a local, small-scale AV rental house specializing in basic speaker rentals and outdoor movies, which is a poor fit for Eric's high-end A1 and RF coordination expertise.",""
"COLD",15,"Speaker & Subwoofer Rentals","","","av_rental","new_prospect",https://www.gearclubdirect.com/pages/rentals/speaker-subwoofer-rentals.html?srsltid=AfmBOoqMmgafw6VSDOFMTwmfjchmP10SNnblmYJEbDIucX-yU1y1AKzC,"This company is a small-scale equipment rental shop in Chicago, offering gear far below Eric's A1 caliber and unlikely to provide any work requiring his advanced skills or experience.",""
"COLD",15,"Corporate Events","","","production_co","new_prospect",https://www.mmsproaudio.com/corporate-events,"Due to the severe lack of information regarding the company's location, scale, and gear, it's impossible to properly evaluate "Corporate Events" as a suitable prospect, despite the potential work-type",""
"COLD",15,"Audio visual equipment rentals Chicago IL, Where to rent ...","","","av_rental","new_prospect",https://www.houseofrental.com/category/rentals/audio-visual-equipment/4,"This is likely a general rental house with a scale and gear inventory far below Eric's A1 expertise, offering work that would be a significant step down and unlikely to meet his compensation expectati",""
"COLD",15,"Affordable Sound & Speaker Rentals In Chicago, IL","In Chicago","IL","av_rental","new_prospect",https://312ent.com/sound-speaker-rentals/,"This local Chicago AV rental company primarily serves small to medium-sized events, making it a poor fit for Eric's high-caliber A1 and RF coordination expertise and expected compensation.",""
"COLD",15,"Stephan Moore","","","venue","new_prospect",https://communication.northwestern.edu/faculty/stephan-moore.html,"This is a poor fit due to a significant mismatch in event scale and work type, as Stephan Moore is an individual academic/artist whose projects are unlikely to require Eric's A1/RF coordinator experti",""
"COLD",15,"Music","","","venue","new_prospect",https://directory.colum.edu/departments/22,"This is a university music department, a poor fit for Eric's large-scale A1/RF coordinator expertise and compensation expectations; unlikely to provide regular or suitable work.",""
"COLD",10,"Audio Visual Services / AV / Live Event Crew in Chicago, ...","","","av_rental","new_prospect",https://www.productionhub.com/directory/profiles/audio-visual-services-av-live-event-crew/us/illinois/chicago,"This prospect is highly speculative due to a completely blank ProductionHub profile; there is no information to suggest they operate at a scale requiring Eric's expertise.",""
"COLD",10,"Pegasus Entertainment","","","av_rental","new_prospect",https://www.pegasusentertainment.com/,"Due to a complete lack of information regarding Pegasus Entertainment's location, scale, and specific services, it is impossible to determine if they are a viable client for an A1 of Eric's caliber.",""
"COLD",10,"MMS Productions & Pro Audio","","","av_rental","new_prospect",https://www.mmsproaudio.com/,"Due to a complete lack of information regarding location, scale, and gear, it is impossible to assess if MMS Productions & Pro Audio is a suitable client for an A1 of Eric's caliber.",""
"COLD",10,"Audio Supervisor","","","venue","new_prospect",https://jobs.leagueofchicagotheatres.org/job/fine-arts-building-chicago-full-time-audio-supervisor/,"This lead is for a full-time employee position, not a freelance client, making it a poor fit for the evaluation task of identifying freelance opportunities.",""
"COLD",5,"Live Sound in Chicago","","","production_co","new_prospect",https://soundbetter.com/s/live-sound/chicago-il-usa,"This prospect is likely a very small-scale operation or individual found on a studio-focused platform, making them a significant mismatch for Eric's high-level A1 and RF coordination expertise.",""
"COLD",5,"Chicago Audio Visual Equipment Rentals","","","av_rental","new_prospect",https://www.chicagopartyplace.com/category/audio_visual/,"This company is a basic party rental service with minimal AV offerings, operating at a scale far too small and with gear too basic to be a viable client for an experienced A1 like Eric.",""
"COLD",5,"Audio Visual Services / AV / Live Event Crew","","","production_co","new_prospect",https://www.productionhub.com/directory/profiles/audio-visual-services-av-live-event-crew,"This company appears to be a generic, unestablished directory listing with no specific location, clients, or gear, making it an extremely poor fit for an A1 of Eric's caliber.",""
"SKIP",0,"Event AV Production Services","","","production_co","new_prospect",https://hrpchicago.com/event-av-production-services/,"This prospect appears to be a division or service offering of HRP Chicago, with whom Eric Weiss already has an established and ongoing freelance relationship.",""
"COLD",0,"Venue Series Part 2","","","venue","new_prospect",https://corporate-av.com/blog/venue-series-part-2-hotels/,"This "company" is a blog post about hotels as venues, not a hiring entity, and therefore cannot be a freelance client.",""
"COLD",0,"Top 20 AV & Technology Companies In Chicago","","","production_co","new_prospect",https://www.partyslate.com/find-vendors/event-av-and-technology/area/chicago,"This entry is a list of companies, not a single production company. It cannot be evaluated as a direct freelance client for Eric.",""
"COLD",0,"Lamar Farr","","","venue","new_prospect",https://theatre.illinois.edu/people/alumni/meet-alumni/lamar-farr/,"This entry appears to be an individual's alumni profile, not a company or venue, and therefore is not a viable prospect for freelance audio engineering work.",""
"COLD",0,"CCPA Faculty List","","","venue","new_prospect",https://www.roosevelt.edu/colleges/ccpa/ccpa-faculty-list,"This entry is a faculty list page, not a hiring entity. It is not a viable prospect for freelance audio engineering work.",""
"",0,"POSITION DESCRIPTION: AUDIO ENGINEER","","","venue","new_prospect",https://weillcenter.com/assets/Uploads/Audio-Engineer-Position-2025.pdf,"",""
"COLD",0,"Colin Lenehan","","","venue","new_prospect",https://www.backstage.com/u/colin-lenehan/,"This entry appears to be an individual's talent profile, not a company or venue that hires A1 audio engineers. It is not a viable lead.",""
"COLD",0,"Top Providers For Annual Conference Production In The ...","","","production_co","new_prospect",https://www.corporateoptics.com/blog/providers-annual-conference-production-midwest,"This entry is a blog post, not a production company, and therefore cannot be evaluated as a potential client.",""
