fit_tier,fit_score,name,city,state,category,relationship,website,fit_reasoning,gear_mentioned
"WARM",65,"Eagle Production Co.","","","av_rental","new_prospect",https://eagleavrental.com/?srsltid=AfmBOoo8F9HYUwtLeB8Z6JugP4O1-EX5bhWmMmTOhbywicwFXJgW6yMg,"Eagle Production Co. is a local Chicago-area AV production company that aligns well with Eric's console and RF expertise for corporate and festival work, although their typical event scale and PA syst",""
"WARM",65,"Audio-Visual Equipment & Services","","","av_rental","new_prospect",https://meetings.uic.edu/services/av/,"A strong local prospect for occasional high-stakes university events, leveraging Eric's corporate AV and RF expertise, but potential scale and budget limitations might restrict the volume of top-tier ",""
"WARM",65,"Audio Technicians / Audio Engineer / A1 / A2 in Chicago, ...","","","av_rental","new_prospect",https://www.productionhub.com/directory/profiles/audio-technicians/us/illinois/chicago,"This is a generic ProductionHub listing for an AV rental company in Chicago. While the *type* of company aligns perfectly with Eric's A1 and RF skills, the complete lack of specific company informatio",""
"WARM",60,"Chicago Audio & Lighting","","","av_rental","new_prospect",https://achicagoavrentals.com/,"A local Chicago AV rental company with good console and general work type fit, but their listed gear suggests a smaller event scale than Eric's primary A1 and RF coordination expertise.",""
"COLD",35,"Audio Visual AV Rentals in Chicago","","","av_rental","new_prospect",https://allproaudiovisual.com/chicago-audio-visual-rentals/,"This company is a Chicago-based AV rental/production house with a general service offering, but the lack of information on their typical event scale and specific high-end gear makes it a speculative f",""
"COLD",35,"Paradise Productions: Audio Visual Production Company","","","av_rental","new_prospect",https://paradiseproductionskc.com/,"Paradise Productions is an AV rental company whose scale and gear inventory are unknown, making it a speculative fit for an A1 of Eric's high caliber, despite the general work type alignment.",""
"COLD",35,"Audio Visual Equipment Rental in Chicago","","","av_rental","new_prospect",https://rentforevent.com/chicago/,"A local Chicago AV rental company with no disclosed scale or gear, making it uncertain if they consistently offer suitable high-level A1 or RF coordination work for Eric's expertise.",""
"COLD",30,"Content and Live Event Production Exclusive to our Clients","","","production_co","new_prospect",https://thearborychicago.com/production-services,"The Arbory is a Chicago-based venue with in-house AV, but its event scale is significantly smaller than Eric's typical work, making it an unlikely primary client for leveraging his top-tier skills.",""
"COLD",25,"Jack Stanton Audio Engineer","","","production_co","new_prospect",https://broadcastmgmt.com/our-team/jack-stanton/,"This is an individual broadcast audio engineer's profile on a talent management site, not a production company. While Eric's RF and high-stakes experience are relevant, his core expertise is live soun",""
"COLD",20,"Top Sounds in Chicago, IL","Chicago","IL","production_co","new_prospect",https://www.sharegrid.com/chicago/crews/sounds?page=1,"This prospect is likely too small and lacks sufficient information to be a viable client for an A1 of Eric's caliber, despite the excellent geographic fit.",""
"COLD",15,"Chicago Audio Rentals: Speaker Rentals & Outdoor Movie ...","","","av_rental","new_prospect",https://chicagoaudiorentals.com/,"This company appears to be a local, small-scale AV rental house specializing in basic speaker rentals and outdoor movies, which is a poor fit for Eric's high-end A1 and RF coordination expertise.",""
"COLD",15,"Sound System Corporate Events in Chicago","","","av_rental","new_prospect",https://www.tent-rental-chicago.com/Section/Events/Corporate_Events/Sound_-26-_Screen/index.html,"This company appears to be a basic AV provider attached to a tent rental business, making the scale and complexity of work a poor match for Eric's high-level A1 and RF coordination expertise.",""
"COLD",15,"Speaker & Subwoofer Rentals","","","av_rental","new_prospect",https://www.gearclubdirect.com/pages/rentals/speaker-subwoofer-rentals.html?srsltid=AfmBOooQ2J4q_NGg0nTSmYjLx8OjdaATLFIEHgJCKN8Ci5AODCwDVVQh,"This company is a small-scale equipment rental shop in Chicago, offering gear far below Eric's A1 caliber and unlikely to provide any work requiring his advanced skills or experience.",""
"COLD",15,"Experimental Sound Studio: Home","","","production_co","new_prospect",https://ess.org/,"ESS is a Chicago-based arts organization focused on experimental sound, representing a significant mismatch in scale, work type, and gear needs for an experienced A1 like Eric.",""
"COLD",15,"Lake Shore Audio Visual, Inc.","","","production_co","new_prospect",https://www.eventective.com/chicago-il/lake-shore-audio-visual-inc-chicago-462335.html,"This company appears to be a small, potentially inactive, local AV rental operation that is highly unlikely to have the scale or technical needs for an A1 of Eric's caliber.",""
"COLD",15,"Corporate Events","","","production_co","new_prospect",https://www.mmsproaudio.com/corporate-events,"Due to the severe lack of information regarding the company's location, scale, and gear, it's impossible to properly evaluate "Corporate Events" as a suitable prospect, despite the potential work-type",""
"COLD",10,"Audio Visual Services / AV / Live Event Crew in Chicago, ...","","","av_rental","new_prospect",https://www.productionhub.com/directory/profiles/audio-visual-services-av-live-event-crew/us/illinois/chicago,"This prospect is highly speculative due to a completely blank ProductionHub profile; there is no information to suggest they operate at a scale requiring Eric's expertise.",""
"COLD",10,"MMS Productions & Pro Audio","","","av_rental","new_prospect",https://www.mmsproaudio.com/,"Due to a complete lack of information regarding location, scale, and gear, it is impossible to assess if MMS Productions & Pro Audio is a suitable client for an A1 of Eric's caliber.",""
"COLD",10,"Pegasus Entertainment","","","av_rental","new_prospect",https://www.pegasusentertainment.com/,"Due to a complete lack of information regarding Pegasus Entertainment's location, scale, and specific services, it is impossible to determine if they are a viable client for an A1 of Eric's caliber.",""
"COLD",5,"Audio, Lighting, and A/V for Rent","","","av_rental","new_prospect",https://kazamusements.com/rentals/audio-lighting-and-a-v/,"This company is a party rental business offering basic AV, a severe mismatch for an A1 engineer of Eric's caliber and experience with large-scale productions.",""
"COLD",5,"Live Sound in Chicago","","","production_co","new_prospect",https://soundbetter.com/s/live-sound/chicago-il-usa,"This prospect is likely a very small-scale operation or individual found on a studio-focused platform, making them a significant mismatch for Eric's high-level A1 and RF coordination expertise.",""
"COLD",5,"Audio Visual Services / AV / Live Event Crew in Illinois","","","production_co","new_prospect",https://www.productionhub.com/directory/profiles/audio-visual-services-av-live-event-crew/us/illinois,"This company's ProductionHub profile is completely barren, offering no information about its scale, clients, or gear, making it impossible to assess suitability for an A1 of Eric's caliber.",""
"",0,"Top 20 AV & Technology Companies In Chicago","","","av_rental","new_prospect",https://www.partyslate.com/find-vendors/event-av-and-technology/area/chicago,"",""
"SKIP",0,"Chicago AV","","","production_co","new_prospect",https://soundinvestmentav.com/event-production/chicago-av/,"Eric Weiss already has an established working relationship with Sound Investment AV, the parent company of Chicago AV.",""
"SKIP",0,"Event AV Production Services","","","production_co","new_prospect",https://hrpchicago.com/event-av-production-services/,"This prospect appears to be a division or service offering of HRP Chicago, with whom Eric Weiss already has an established and ongoing freelance relationship.",""
"COLD",0,"Venue Series Part 2","","","venue","new_prospect",https://corporate-av.com/blog/venue-series-part-2-hotels/,"This "company" is a blog post about hotels as venues, not a hiring entity, and therefore cannot be a freelance client.",""
"",0,"Pinnacle Live at Omni Chicago Hotel","","","venue","new_prospect",https://www.pinnaclelive.com/locations/omni-chicago-hotel/venue-information,"",""
